5/7/2021 9:09,Fields,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Enterprise Geodatabase,file:///C:/Users/mike/AppData/Local/Temp/ArcGISProTemp56640/cb2ab6ec990ede1a3d3c83d65b4c1634.sde,,,,,,,,,,,,,,,,
Utility Network Name,meh.unadmin.ElectricUN,,,,,,,,,,,,,,,,
Utility Network Release,3,,,,,,,,,,,,,,,,
ArcGIS Pro Version,2.7.0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ClassName,SubtypeCode,Subtype,Pos,FieldName,Alias,FieldType,FieldLength,Precision,Scale,IsNullable,IsRequired,IsEditable,IsDomainFixed,Domain,DefaultCode,DefaultValue,Range
meh.unadmin.ElectricDevice,15,Low Voltage Generation,24,phasesnormal,phasesnormal: Phases Normal,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,25,phasescurrent,phasescurrent: User Assigned Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,26,phasessummer,phasessummer: Summer Configuration Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,27,phaseswinter,phaseswinter: Winter Configuration Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,28,phasesplan,phasesplan: Planned Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,29,phasesenergized,phasesenergized: Phases Propagated,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,0,De-Energized,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,30,phasessubstituted,phasessubstituted: Phases Substituted,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Phase_Change,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,31,phasefrequency,phasefrequency: Phase Frequency,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_System_Frequency,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,32,numphasesconstructed,numphasesconstructed: Number of phases built,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Distribution_Number_of_Phases,0,,0 -- 3
meh.unadmin.ElectricDevice,15,Low Voltage Generation,33,designtype,"designtype: Fuel Type, Type",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,34,grounding,"grounding: Circuit Grounding or Earthing, Configuration - GY, Y or D",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Grounding_Type,0,Unknown,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,35,manufacturer,manufacturer: Manufacturer,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,36,nominalvoltage,nominalvoltage: Nominal Operation Voltage (L-L),Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Nominal_Voltage,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,37,powerrating,"powerrating: Average Load (kW), Continuous Amps Rating, Power Rating, Service Load (kW), kVA",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,38,addpowerrating,"addpowerrating: Active Generation, DC Voltage Reference Setting, Discharge Voltage, KVAR, Rated Current, Rated DC Voltage, Rated KVA",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,39,powermeasure,powermeasure: Load Tap Changer Maximum Change (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Generate_Watts,,,0 -- 5000
meh.unadmin.ElectricDevice,15,Low Voltage Generation,40,maxvoltage,maxvoltage: Maximum Voltage,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Nominal_Voltage,0,Unknown,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,41,maxoperatingvoltage,maxoperatingvoltage: Maximum Operating Voltage,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Maximum_Voltage,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,42,compatibleunit,compatibleunit: Compatible Unit Code,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,43,powerrating2,"powerrating2: High Impulse Current, Maximum Interrupting Current, Nominal Rating, Rated Power, Rated kVA, VSC Rating, kW-Phase",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,44,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,45,remotecontrol,remotecontrol: Device Remotely Controlled,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Remoted_Controlled,0,Unknown,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,46,model,model: Device Model,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,47,loadtapchangermaximumchange,loadtapchangermaximumchange: Load Tap Changer Maximum Change,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,48,loadtapchangerlowerbandwidth,loadtapchangerlowerbandwidth: Load Tap Changer Lower Bandwidth,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,49,maximumboost,maximumboost: Maximum Boost,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,50,z0psimpedance,z0psimpedance: Sequence Impedance -Z0ps (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,51,z0xmimpedance,z0xmimpedance: Sequence Impedance -Z0xm (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,52,z1psimpedance,z1psimpedance: Sequence Impedance -Z1 (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,53,x0r0impedance,x0r0impedance: Sequence Impedance -X0/R0pm,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,54,x1r1impedance,x1r1impedance: Sequence Impedance -X1/R1,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,55,z0pmimpedance,z0pmimpedance: Sequence Impedance -Z0pm (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,56,primarygroundimpedance,"primarygroundimpedance: Primary Ground Impedance (ohms), Primary Ground Impedance Rg (ohms)",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,57,gridsidecouplinginductance,"gridsidecouplinginductance: Grid Side Coupling Inductance (ohms), Primary Ground Impedance Rg (ohms)",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,58,powerrating3,"powerrating3: Amperage, CT Primary Rating, Rated Voltage (KV L-L)",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,59,powerrating4,"powerrating4: No Load Losses W, Tuned Frequency, Zero Sequence Subtransient (R+X)",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,60,powerrating5,longelectric3,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,61,remotecontrollerindicator,Remote Control Indicator,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Generation_ANSI_Group_Code,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,62,equipmentyype,"equipmentyype: ANSI Group 2,3,4,5, Insulation Type (Liquid,Dry), Type, Type (kVA-PF, AMP-PF, kW-PF, kW-kVAR), Type of Data",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,63,tripmode,tripmode: Single Phase Trip and Lockout,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,64,tapsandpoles,"tapsandpoles: Ground Material, Number of Taps",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,65,equipmentconfiguration3,"equipmentconfiguration3: Master Offset, Primary to Tertiary Phase Shift",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,66,equipmentconfiguration1,"equipmentconfiguration1: Fuse Type, Reverse Trips",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,67,nominalvoltagelg,nominalvoltagelg: Nominal Operation Voltage (L-G),Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Nominal_Voltage_L-G,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,68,directional,"directional: Bi Directional, Reversible",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,69,alternatevoltagelinetoline,alternatevoltagelinetoline: Low Side Voltage (L-L),Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,70,alternatevoltagelinetoground,alternatevoltagelinetoground: Low Side Voltage (L-G),Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,71,electricdecimal1,"electricdecimal1: Boost, CT Ratio, Capacitive Reactance (Ohms), Efficiency %, Grid Side coupling resistance, Maximum Boost",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,72,electricdecimal2,"electricdecimal2: Buck, Current Maximum Power Point (Impp), DC Capacitor, DC Voltage Control, Maximum Buck",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,73,equipmentconfiguration2,"equipmentconfiguration2: Primary to Secondary Phase Shift, Time Delay, Trip Count",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,74,electricdecimal3,"electricdecimal3: Current Control, Fault Contribution, Inductance, Load Tap Changer Upper Bandwidth (%), PT Ratio",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,75,electricdecimal4,"electricdecimal4: Inductive Resistance, Power Factor, Primary Ground Impedance Xg (ohms), Reactive Power Control",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,76,electricdecimal5,"electricdecimal5: Losses (kW/Phase), Losses (kW/phase), The tertiary base voltage",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,77,electricdecimal6,"electricdecimal6: Load Tap Changer Lower Bandwidth (%), Quality Factor",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,78,peakload,"peakload: Peak Load, Peak Load (kW)",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,79,offpeakload,offpeakload: Load at Off Peak Time,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,80,district,district: District,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,81,installdate,installdate: Date Installed,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,82,retireddate,retireddate: Date Retired,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,83,inservicedate,inservicedate: In Service Date,Date,,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,84,isvalidloop,isvalidloop: Is Loop Valid,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Yes_No,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,85,spatialsource,spatialsource: Spatial Source,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Source,0,Unknown,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,86,spatialconfidence,spatialconfidence: Spatial Confidence,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Spatial_Confidence,0,Unknown,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,87,ownedby,ownedby: Owned by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Owner,1,Our Agency,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,88,maintby,maintby: Maintained by,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Asset_Manager,1,Our Agency,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,89,notes,notes: General Notes,String,2000,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,15,Low Voltage Generation,90,symbolrotation,symbolrotation: Symbol Rotation,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Symbol_Rotation,,,0 -- 359
meh.unadmin.ElectricDevice,15,Low Voltage Generation,91,validationstatus,Validation status,SmallInteger,,5,0,TRUE,TRUE,FALSE,FALSE,Validation Status,6,"Calculation required, validation required, no error",
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,1,objectid,Object ID,OID,,10,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,2,assetgroup,Asset group,Integer,,10,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,3,assettype,Asset type,SmallInteger,,5,0,FALSE,TRUE,TRUE,FALSE,6_Asset_Type_Electric_Device_Low_Voltage_Lighting,0,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,4,associationstatus,Association status,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_AssociationStatus,0,None,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,5,issubnetworkcontroller,Is subnetwork controller,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_IsSubnetworkController,0,FALSE,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,6,isconnected,Is connected,SmallInteger,,5,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_IsConnected,2,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,7,subnetworkcontrollername,Subnetwork controller name,String,2000,0,0,FALSE,TRUE,FALSE,FALSE,,Unknown,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,8,tiername,Tier name,Integer,,10,0,FALSE,TRUE,FALSE,TRUE,ElectricUN_6_TierName,0,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,9,tierrank,Tier rank,Integer,,10,0,FALSE,TRUE,FALSE,FALSE,,0,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,10,terminalconfiguration,terminalconfiguration: Terminal Configuration,String,128,0,0,FALSE,TRUE,TRUE,FALSE,,Default,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,11,creationdate,Creation date,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,12,creator,Creator,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,13,lastupdate,Last update,Date,,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,14,updatedby,Updated by,String,255,0,0,TRUE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,15,shape,Shape,Geometry,,0,0,FALSE,TRUE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,16,globalid,Global ID,GlobalID,,0,0,FALSE,TRUE,FALSE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,17,subnetworkname,Subnetwork name,String,2000,0,0,FALSE,TRUE,FALSE,FALSE,,Unknown,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,18,assetid,assetid: Asset Identifier,String,64,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,19,plandevicestatus,plandevicestatus: Planning Device Status,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Device_State,3,Active,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,20,normaldevicestatus,normaldevicestatus: Normal Device Status,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Device_State,3,Active,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,21,currentdevicestatus,currentdevicestatus: Devices Status,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Device_State,3,Active,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,22,winterdevicestatus,winterdevicestatus: Winter State,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Device_State,3,Active,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,23,summerdevicestatus,summerdevicestatus: Summer State,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Device_State,3,Active,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,24,phasesnormal,phasesnormal: Phases Normal,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,25,phasescurrent,phasescurrent: User Assigned Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,26,phasessummer,phasessummer: Summer Configuration Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,27,phaseswinter,phaseswinter: Winter Configuration Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,28,phasesplan,phasesplan: Planned Phases,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,29,phasesenergized,phasesenergized: Phases Propagated,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Secondary_Phase_Attribution,0,De-Energized,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,30,phasessubstituted,phasessubstituted: Phases Substituted,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Phase_Change,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,31,phasefrequency,phasefrequency: Phase Frequency,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_System_Frequency,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,32,numphasesconstructed,numphasesconstructed: Number of phases built,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Distribution_Number_of_Phases,0,,0 -- 3
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,33,designtype,"designtype: Fuel Type, Type",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,34,grounding,"grounding: Circuit Grounding or Earthing, Configuration - GY, Y or D",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Grounding_Type,0,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,35,manufacturer,manufacturer: Manufacturer,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,36,nominalvoltage,nominalvoltage: Nominal Operation Voltage (L-L),Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Nominal_Voltage,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,37,powerrating,"powerrating: Average Load (kW), Continuous Amps Rating, Power Rating, Service Load (kW), kVA",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,38,addpowerrating,"addpowerrating: Active Generation, DC Voltage Reference Setting, Discharge Voltage, KVAR, Rated Current, Rated DC Voltage, Rated KVA",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,39,powermeasure,powermeasure: Load Tap Changer Maximum Change (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,6_Electric_Light_Watts,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,40,maxvoltage,maxvoltage: Maximum Voltage,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Nominal_Voltage,0,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,41,maxoperatingvoltage,maxoperatingvoltage: Maximum Operating Voltage,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Maximum_Voltage,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,42,compatibleunit,compatibleunit: Compatible Unit Code,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,43,powerrating2,"powerrating2: High Impulse Current, Maximum Interrupting Current, Nominal Rating, Rated Power, Rated kVA, VSC Rating, kW-Phase",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,44,lifecyclestatus,lifecyclestatus: Lifecycle Status,SmallInteger,,5,0,FALSE,FALSE,TRUE,FALSE,6_Lifecycle_Status,8,In Service,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,45,remotecontrol,remotecontrol: Device Remotely Controlled,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Remoted_Controlled,0,Unknown,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,46,model,model: Device Model,String,255,0,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,47,loadtapchangermaximumchange,loadtapchangermaximumchange: Load Tap Changer Maximum Change,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,48,loadtapchangerlowerbandwidth,loadtapchangerlowerbandwidth: Load Tap Changer Lower Bandwidth,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,49,maximumboost,maximumboost: Maximum Boost,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,50,z0psimpedance,z0psimpedance: Sequence Impedance -Z0ps (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,51,z0xmimpedance,z0xmimpedance: Sequence Impedance -Z0xm (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,52,z1psimpedance,z1psimpedance: Sequence Impedance -Z1 (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,53,x0r0impedance,x0r0impedance: Sequence Impedance -X0/R0pm,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,54,x1r1impedance,x1r1impedance: Sequence Impedance -X1/R1,Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,55,z0pmimpedance,z0pmimpedance: Sequence Impedance -Z0pm (%),Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,56,primarygroundimpedance,"primarygroundimpedance: Primary Ground Impedance (ohms), Primary Ground Impedance Rg (ohms)",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,57,gridsidecouplinginductance,"gridsidecouplinginductance: Grid Side Coupling Inductance (ohms), Primary Ground Impedance Rg (ohms)",Double,,38,8,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,58,powerrating3,"powerrating3: Amperage, CT Primary Rating, Rated Voltage (KV L-L)",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,59,powerrating4,"powerrating4: No Load Losses W, Tuned Frequency, Zero Sequence Subtransient (R+X)",Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,60,powerrating5,longelectric3,Integer,,10,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,61,remotecontrollerindicator,Remote Control Indicator,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,6_Electric_Low_Voltage_Street_Bulb_Type,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,62,equipmentyype,"equipmentyype: ANSI Group 2,3,4,5, Insulation Type (Liquid,Dry), Type, Type (kVA-PF, AMP-PF, kW-PF, kW-kVAR), Type of Data",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,63,tripmode,tripmode: Single Phase Trip and Lockout,SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,64,tapsandpoles,"tapsandpoles: Ground Material, Number of Taps",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,65,equipmentconfiguration3,"equipmentconfiguration3: Master Offset, Primary to Tertiary Phase Shift",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
meh.unadmin.ElectricDevice,16,Low Voltage Lighting,66,equipmentconfiguration1,"equipmentconfiguration1: Fuse Type, Reverse Trips",SmallInteger,,5,0,TRUE,FALSE,TRUE,FALSE,,,,
