5/7/2021 9:09:09 AM,Network Rules

Enterprise Geodatabase,file:///C:/Users/mike/AppData/Local/Temp/ArcGISProTemp56640/cb2ab6ec990ede1a3d3c83d65b4c1634.sde
Utility Network Name,meh.unadmin.ElectricUN
Utility Network Release,3
ArcGIS Pro Version,2.7.0.0

RuleCode,RuleType,Count
1,JunctionJunctionConnectivity,3463
2,Containment,1923
3,Attachment,230
4,JunctionEdgeConnectivity,486
5,EdgeJunctionEdgeConnectivity,24
,,6126
,,
RuleID,RuleType,FromClassName,FromAssetGroupCode,FromAssetGroup,FromAssetTypeCode,FromAssetType,FromTerminal,ToClassName,ToAssetGroupCode,ToAssetGroup,ToAssetTypeCode,ToAssetType,ToTerminal,ViaClassName,ViaAssetGroupCode,ViaAssetGroup,ViaAssetTypeCode,ViaAssetType,ViaTerminal
901,Containment,meh.unadmin.ElectricAssembly,9,Low Voltage Fuse Bank,122,DC Fuse,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,263,DC Overhead,Single Terminal,,,,,,
902,Containment,meh.unadmin.ElectricAssembly,9,Low Voltage Fuse Bank,122,DC Fuse,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,264,DC Underground,Single Terminal,,,,,,
961,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,80,Busbar Tap,,,,,,,
963,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,81,Overhead Splice,,,,,,,
964,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
965,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,83,Underground Solid Connection,,,,,,,
966,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,84,Underground Splice,,,,,,,
962,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,142,Overhead Solid Connection,,,,,,,
967,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
968,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,101,Underground Terminator,,,,,,,
940,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,261,AC Overhead,Single Terminal,,,,,,
941,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,262,AC Underground,Single Terminal,,,,,,
942,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,263,DC Overhead,Single Terminal,,,,,,
943,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,264,DC Underground,Single Terminal,,,,,,
944,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,61,Battery,Single Terminal,,,,,,
945,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,282,Car Charger,Single Terminal,,,,,,
946,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,283,Generator,Single Terminal,,,,,,
947,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,284,Residential Photovoltaic Solar,Single Terminal,,,,,,
948,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,285,Wind Turbine,Single Terminal,,,,,,
949,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,341,LV Single Phase Motor,Single Terminal,,,,,,
950,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,342,LV Three Phase Motor,Single Terminal,,,,,,
951,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,381,LV Single Phase Inverter,,,,,,,
952,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,382,LV Single Phase Rectifier,,,,,,,
953,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,383,LV Three Phase Inverter,,,,,,,
954,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,384,LV Three Phase Rectifier,,,,,,,
955,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,421,Single Phase Commercial,Single Terminal,,,,,,
956,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
957,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,423,Three Phase Commercial,Single Terminal,,,,,,
958,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,424,Three Phase Residential,Single Terminal,,,,,,
959,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,425,Unmetered Load,Single Terminal,,,,,,
960,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,41,Industrial Customer,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,453,Source Selectable Switch,Single Terminal,,,,,,
1019,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,80,Busbar Tap,,,,,,,
1021,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,81,Overhead Splice,,,,,,,
1022,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
1023,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,83,Underground Solid Connection,,,,,,,
1024,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,84,Underground Splice,,,,,,,
1020,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,142,Overhead Solid Connection,,,,,,,
1025,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
1026,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,101,Underground Terminator,,,,,,,
998,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,261,AC Overhead,Single Terminal,,,,,,
999,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,262,AC Underground,Single Terminal,,,,,,
1000,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,263,DC Overhead,Single Terminal,,,,,,
1001,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,264,DC Underground,Single Terminal,,,,,,
1002,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,61,Battery,Single Terminal,,,,,,
1003,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,282,Car Charger,Single Terminal,,,,,,
1004,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,283,Generator,Single Terminal,,,,,,
1005,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,284,Residential Photovoltaic Solar,Single Terminal,,,,,,
1006,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,285,Wind Turbine,Single Terminal,,,,,,
1007,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,341,LV Single Phase Motor,Single Terminal,,,,,,
1008,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,342,LV Three Phase Motor,Single Terminal,,,,,,
1009,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,381,LV Single Phase Inverter,,,,,,,
1010,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,382,LV Single Phase Rectifier,,,,,,,
1011,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,383,LV Three Phase Inverter,,,,,,,
1012,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,384,LV Three Phase Rectifier,,,,,,,
1013,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,421,Single Phase Commercial,Single Terminal,,,,,,
1014,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
1015,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,423,Three Phase Commercial,Single Terminal,,,,,,
1016,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,424,Three Phase Residential,Single Terminal,,,,,,
1017,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,22,Low Voltage Service,425,Unmetered Load,Single Terminal,,,,,,
1018,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,42,Utility Customer,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,453,Source Selectable Switch,Single Terminal,,,,,,
932,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,80,Busbar Tap,,,,,,,
934,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,81,Overhead Splice,,,,,,,
935,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
936,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,83,Underground Solid Connection,,,,,,,
937,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,84,Underground Splice,,,,,,,
933,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,142,Overhead Solid Connection,,,,,,,
938,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
939,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,101,Underground Terminator,,,,,,,
911,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,261,AC Overhead,Single Terminal,,,,,,
912,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,262,AC Underground,Single Terminal,,,,,,
913,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,263,DC Overhead,Single Terminal,,,,,,
914,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,264,DC Underground,Single Terminal,,,,,,
915,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,61,Battery,Single Terminal,,,,,,
916,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,282,Car Charger,Single Terminal,,,,,,
917,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,283,Generator,Single Terminal,,,,,,
918,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,284,Residential Photovoltaic Solar,Single Terminal,,,,,,
919,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,285,Wind Turbine,Single Terminal,,,,,,
920,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,341,LV Single Phase Motor,Single Terminal,,,,,,
921,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,342,LV Three Phase Motor,Single Terminal,,,,,,
922,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,381,LV Single Phase Inverter,,,,,,,
923,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,382,LV Single Phase Rectifier,,,,,,,
924,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,383,LV Three Phase Inverter,,,,,,,
925,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,384,LV Three Phase Rectifier,,,,,,,
926,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,22,Low Voltage Service,421,Single Phase Commercial,Single Terminal,,,,,,
927,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
928,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,22,Low Voltage Service,423,Three Phase Commercial,Single Terminal,,,,,,
929,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,22,Low Voltage Service,424,Three Phase Residential,Single Terminal,,,,,,
930,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,22,Low Voltage Service,425,Unmetered Load,Single Terminal,,,,,,
931,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,161,Commercial,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,453,Source Selectable Switch,Single Terminal,,,,,,
990,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,80,Busbar Tap,,,,,,,
992,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,81,Overhead Splice,,,,,,,
993,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
994,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,83,Underground Solid Connection,,,,,,,
995,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,84,Underground Splice,,,,,,,
991,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,142,Overhead Solid Connection,,,,,,,
996,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
997,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,101,Underground Terminator,,,,,,,
969,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,261,AC Overhead,Single Terminal,,,,,,
970,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,262,AC Underground,Single Terminal,,,,,,
971,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,263,DC Overhead,Single Terminal,,,,,,
972,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,14,Low Voltage Fuse,264,DC Underground,Single Terminal,,,,,,
973,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,61,Battery,Single Terminal,,,,,,
974,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,282,Car Charger,Single Terminal,,,,,,
975,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,283,Generator,Single Terminal,,,,,,
976,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,284,Residential Photovoltaic Solar,Single Terminal,,,,,,
977,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,15,Low Voltage Generation,285,Wind Turbine,Single Terminal,,,,,,
978,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,341,LV Single Phase Motor,Single Terminal,,,,,,
979,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,18,Low Voltage Motor,342,LV Three Phase Motor,Single Terminal,,,,,,
980,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,381,LV Single Phase Inverter,,,,,,,
981,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,382,LV Single Phase Rectifier,,,,,,,
982,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,383,LV Three Phase Inverter,,,,,,,
983,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,20,Low Voltage Power Conversion,384,LV Three Phase Rectifier,,,,,,,
984,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,22,Low Voltage Service,421,Single Phase Commercial,Single Terminal,,,,,,
985,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,22,Low Voltage Service,422,Single Phase Residential,Single Terminal,,,,,,
986,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,22,Low Voltage Service,423,Three Phase Commercial,Single Terminal,,,,,,
987,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,22,Low Voltage Service,424,Three Phase Residential,Single Terminal,,,,,,
988,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,22,Low Voltage Service,425,Unmetered Load,Single Terminal,,,,,,
989,Containment,meh.unadmin.ElectricAssembly,10,Low Voltage Service Bank,284,Residential,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,453,Source Selectable Switch,Single Terminal,,,,,,
1088,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,441,Overhead AC Load Break,Single Terminal,,,,,,
1087,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,442,Overhead AC Disconnect,Single Terminal,,,,,,
1091,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,445,Underground AC Load Break,Single Terminal,,,,,,
1090,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,446,Underground AC Disconnect,Single Terminal,,,,,,
1086,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,449,Indoor AC Load Break,Single Terminal,,,,,,
1085,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,450,Indoor AC Disconnect,Single Terminal,,,,,,
1089,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,181,Overhead AC Disconnect,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,453,Source Selectable Switch,Single Terminal,,,,,,
1099,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,80,Busbar Tap,,,,,,,
1101,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,81,Overhead Splice,,,,,,,
1102,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,82,Overhead Tap,,,,,,,
1103,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,83,Underground Solid Connection,,,,,,,
1104,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,84,Underground Splice,,,,,,,
1100,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,5,Low Voltage Connection Point,142,Overhead Solid Connection,,,,,,,
1105,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,100,Overhead Line End,,,,,,,
1106,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricJunction,6,Low Voltage Line End,101,Underground Terminator,,,,,,,
1095,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,441,Overhead AC Load Break,Single Terminal,,,,,,
1094,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,442,Overhead AC Disconnect,Single Terminal,,,,,,
1098,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,445,Underground AC Load Break,Single Terminal,,,,,,
1097,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,446,Underground AC Disconnect,Single Terminal,,,,,,
1093,Containment,meh.unadmin.ElectricAssembly,11,Low Voltage Switch Bank,182,Overhead AC Load Break,,meh.unadmin.ElectricDevice,23,Low Voltage Switch,449,Indoor AC Load Break,Single Terminal,,,,,,
